Name,Category,Subcategory,Risk,Technology,Standard Ports,Characteristics
battle.net,media,gaming,2,client-server,"tcp/80,1119",has-known-vulnerability pervasive-use
battlefield2,media,gaming,2,client-server,tcp/dynamic udp/dynamic,consume-big-bandwidth has-known-vulnerability pervasive-use
baxter-sigma-xml,business-systems,medical,1,client-server,tcp/dynamic udp/dynamic,
bbc-iplayer,media,photo-video,3,browser-based,"tcp/80,443,554,1935",evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
bbc-streaming,media,photo-video,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
bbcp,general-internet,internet-utility,2,client-server,tcp/5031-5039,consume-big-bandwidth able-to-transfer-file
bbn-rcc-mon,networking,ip-protocol,1,network-protocol,
bbraun-dosetrac,business-systems,medical,1,client-server,"tcp/4000,4080",
bbraun-space,business-systems,medical,1,browser-based,"tcp/80,443",has-known-vulnerability
beampro-telepresence,business-systems,general-business,1,peer-to-peer,"tcp/443 udp/6868,6871",consume-big-bandwidth
beamyourscreen,collaboration,internet-conferencing,3,browser-based,"tcp/443,80",evasive-behavior able-to-transfer-file has-known-vulnerability
beats-music,media,audio-streaming,2,browser-based,"tcp/80,443,1935",consume-big-bandwidth has-known-vulnerability pervasive-use
bebo-base,collaboration,social-networking,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
bebo-mail,collaboration,email,3,browser-based,tcp/80,able-to-transfer-file has-known-vulnerability pervasive-use
bebo-posting,collaboration,social-networking,4,browser-based,tcp/80,used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
beinsync,networking,remote-access,2,client-server,tcp/443,able-to-transfer-file pervasive-use
benchmark,business-systems,office-programs,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
bet365,media,gaming,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
betternetvpn,networking,encrypted-tunnel,1,browser-based,"tcp/80,443",has-known-vulnerability
beyond-trust-remote-support,networking,remote-access,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
bfcp,collaboration,internet-conferencing,1,client-server,tcp/dynamic udp/dynamic,pervasive-use
bfd,networking,infrastructure,1,network-protocol,"udp/3784,3785,4784",
bgp,networking,routing,2,network-protocol,tcp/179 udp/179,has-known-vulnerability pervasive-use
big-brother,business-systems,management,1,client-server,"tcp/1984,1985",
bigbluebutton,collaboration,internet-conferencing,1,browser-based,"tcp/80,443",has-known-vulnerability
bigupload,general-internet,file-sharing,4,browser-based,"tcp/21,80",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
bime,business-systems,general-business,2,client-server,tcp/80 tcp/443,able-to-transfer-file has-known-vulnerability
bing-maps,general-internet,internet-utility,1,browser-based,"tcp/80,443",has-known-vulnerability
bit9-parity,business-systems,management,2,client-server,"tcp/443,41002",has-known-vulnerability pervasive-use
bitbucket-base,business-systems,management,3,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability pervasive-use
bitbucket-uploading,business-systems,management,3,client-server,tcp/443,able-to-transfer-file has-known-vulnerability pervasive-use
bitcasa,general-internet,file-sharing,3,client-server,"tcp/443,80",able-to-transfer-file has-known-vulnerability pervasive-use
bitcoin,general-internet,internet-utility,4,peer-to-peer,"tcp/3333,8332,8333,18333",consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
bitdefender,business-systems,management,3,client-server,"tcp/80,443",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
bitrix24,business-systems,erp-crm,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
bittorrent,general-internet,file-sharing,5,peer-to-peer,tcp/dynamic udp/dynamic,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
bittorrent-sync,general-internet,file-sharing,4,client-server,udp/dynamic tcp/dynamic,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability
bkper,business-systems,management,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
blackberry,collaboration,email,4,client-server,"tcp/443,3101,3102,4101 udp/17600-17800",used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
blackboard,collaboration,social-business,1,browser-based,tcp/dynamic,able-to-transfer-file
blackboard-collaborate,collaboration,social-networking,2,browser-based,"tcp/443, 80",able-to-transfer-file has-known-vulnerability
blin,media,photo-video,3,peer-to-peer,udp/dynamic,evasive-behavior consume-big-bandwidth pervasive-use
blind,collaboration,social-networking,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
blog-posting,collaboration,web-posting,4,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
blogger-blog-posting,collaboration,web-posting,3,browser-based,tcp/80,able-to-transfer-file has-known-vulnerability pervasive-use
blokus,media,gaming,1,browser-based,"tcp/80,443,1935",consume-big-bandwidth pervasive-use
bloomberg-professional,business-systems,general-business,1,client-server,"tcp/80,443,8001-8299 udp/48129-48137",pervasive-use
bluecoat-auth-agent,business-systems,auth-service,3,client-server,"tcp/80,443,16101",evasive-behavior has-known-vulnerability
bluecoat-adn,networking,infrastructure,1,client-server,tcp/3034 tcp/3035,
bluejeans-base,collaboration,internet-conferencing,2,browser-based,"udp/dynamic tcp/80,443,5000,5061",consume-big-bandwidth has-known-vulnerability
bluejeans-downloading,general-internet,file-sharing,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
bluejeans-uploading,general-internet,file-sharing,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
bmc-bco-best1,business-systems,management,1,client-server,tcp/6767,pervasive-use
bna,networking,ip-protocol,1,network-protocol,
boldchat-logmein,collaboration,instant-messaging,4,browser-based,"tcp/443,80",evasive-behavior able-to-transfer-file pervasive-use
bomberclone,media,gaming,1,client-server,udp/11000,has-known-vulnerability
bomgar,networking,remote-access,4,client-server,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability
bonpoo,general-internet,file-sharing,4,browser-based,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability
boomerang,collaboration,email,1,browser-based,"tcp/80,443",has-known-vulnerability
bosch-rcp-plus,business-systems,management,2,client-server,tcp/80,consume-big-bandwidth has-known-vulnerability
boxnet-base,general-internet,file-sharing,3,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth able-to-transfer-file
boxnet-consumer-access,general-internet,file-sharing,3,browser-based,tcp/443,has-known-vulnerability pervasive-use
boxnet-downloading,general-internet,file-sharing,3,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability pervasive-use
boxnet-editing,general-internet,file-sharing,3,browser-based,"tcp/80,443",evasive-behavior has-known-vulnerability pervasive-use
boxnet-enterprise-access,general-internet,file-sharing,3,browser-based,tcp/443,has-known-vulnerability pervasive-use
boxnet-sharing,general-internet,file-sharing,2,browser-based,tcp/443,has-known-vulnerability pervasive-use
boxnet-uploading,general-internet,file-sharing,4,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
br-sat-mon,networking,ip-protocol,1,network-protocol,
brass,general-internet,internet-utility,1,network-protocol,"tcp/2503,2504",
brightcloud,business-systems,general-business,1,client-server,"tcp/80,443",pervasive-use
brightcove,media,photo-video,5,browser-based,"tcp/80,443",consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
brighttalk,media,photo-video,3,browser-based,"tcp/80,443",evasive-behavior has-known-vulnerability pervasive-use
browsec,networking,encrypted-tunnel,3,browser-based,tcp/443,consume-big-bandwidth able-to-transfer-file
bubbly,collaboration,social-networking,1,client-server,"tcp/80,443",able-to-transfer-file
buddybuddy-base,collaboration,instant-messaging,1,client-server,tcp/dynamic,pervasive-use
buddybuddy-file-transfer,general-internet,file-sharing,2,client-server,tcp/dynamic,consume-big-bandwidth able-to-transfer-file pervasive-use
bugzilla,business-systems,general-business,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
buzzsaw,business-systems,erp-crm,2,browser-based,"tcp/80,443",able-to-transfer-file
bypass,networking,proxy,5,client-server,tcp/80,evasive-behavior used-by-malware able-to-transfer-file pervasive-use
bypassthat,networking,proxy,5,client-server,tcp/80,evasive-behavior used-by-malware able-to-transfer-file pervasive-use
c9-trader,business-systems,general-business,1,client-server,tcp/443,
ca-mq-service,business-systems,storage-backup,2,client-server,tcp/4105,able-to-transfer-file has-known-vulnerability
ca-nimsoft-monitor,business-systems,management,1,client-server,tcp/48000-48050,pervasive-use
ca-sdm,business-systems,management,1,client-server,tcp/2100-2115 udp/2100,pervasive-use
caihong,collaboration,instant-messaging,4,client-server,"tcp/80,443,8000 udp/dynamic",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
cakehr,business-systems,general-business,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
calameo,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
call-of-duty,media,gaming,2,client-server,udp/28959-28962,consume-big-bandwidth has-known-vulnerability pervasive-use
callidus,business-systems,general-business,1,browser-based,"tcp/443,80",
callpilot,collaboration,email,1,browser-based,tcp/80,has-known-vulnerability
camfrog,collaboration,voip-video,5,peer-to-peer,tcp/dynamic udp/dynamic,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
camo-proxy,networking,proxy,4,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability
camos,business-systems,erp-crm,1,client-server,tcp/3541,
campfire,collaboration,internet-conferencing,3,browser-based,"tcp/80,443",used-by-malware able-to-transfer-file
canon-bjnp,business-systems,management,1,client-server,tcp/8611-8614 udp/8611-8614,has-known-vulnerability
canvas,business-systems,general-business,4,browser-based,"tcp/80,443",used-by-malware able-to-transfer-file has-known-vulnerability
capsule,business-systems,general-business,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
capsule-neuron,business-systems,medical,1,client-server,udp/443,
capwap,networking,infrastructure,1,network-protocol,"udp/5246,5247",has-known-vulnerability
carbonite,business-systems,storage-backup,3,browser-based,"tcp/80,443,8031",evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
carefx,business-systems,medical,2,client-server,tcp/80,able-to-transfer-file
carestream,business-systems,medical,1,client-server,"tcp/104,2104,22104",
cassandra,business-systems,database,1,client-server,"tcp/7000,7199,8888,9160,9042,61620,61621",has-known-vulnerability
catapult,general-internet,file-sharing,2,client-server,tcp/30303-30304 udp/5001-5009,consume-big-bandwidth able-to-transfer-file
cbs-video,media,photo-video,2,browser-based,"tcp/80,443",consume-big-bandwidth has-known-vulnerability pervasive-use
cbt,networking,ip-protocol,1,network-protocol,
cc-link,business-systems,ics-protocols,1,network-protocol,"udp/61450,61451",
cddb,media,photo-video,1,client-server,tcp/8880,pervasive-use
cellcrypt,collaboration,instant-messaging,1,client-server,tcp/443 udp/7380,able-to-transfer-file
celoxis,business-systems,management,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
centreli,business-systems,general-business,1,browser-based,"tcp/80,443",has-known-vulnerability
centriccrm,business-systems,erp-crm,2,browser-based,tcp/80,able-to-transfer-file pervasive-use
centurion,business-systems,management,1,client-server,"tcp/25552,25553,25554,25555",able-to-transfer-file
cerner,business-systems,medical,1,client-server,"tcp/80,1415",has-known-vulnerability
cerner-device-connectivity,business-systems,medical,1,client-server,tcp/dynamic,
certeon-acelera,networking,infrastructure,1,network-protocol,"tcp/2630,2631",consume-big-bandwidth
certify,business-systems,management,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
cftp,networking,ip-protocol,1,network-protocol,
cgi-irc,collaboration,instant-messaging,4,browser-based,tcp/80,evasive-behavior used-by-malware has-known-vulnerability pervasive-use
cgiproxy,networking,proxy,5,browser-based,tcp/443 tcp/80,evasive-behavior used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
channel4,media,photo-video,3,browser-based,"tcp/80,443,1935",evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
chaos,networking,ip-protocol,1,network-protocol,
chargen,business-systems,management,1,network-protocol,tcp/19 udp/19,pervasive-use
chatango,collaboration,instant-messaging,1,client-server,"tcp/80,443",has-known-vulnerability
chaton,collaboration,instant-messaging,2,client-server,"tcp/80,443,5223",able-to-transfer-file pervasive-use
chatroulette,collaboration,voip-video,3,browser-based,"tcp/80,1937,1935,8080,8081 udp/dynamic",consume-big-bandwidth has-known-vulnerability pervasive-use
checkpoint-client-auth,business-systems,auth-service,1,client-server,tcp/900,pervasive-use
checkpoint-cpd,business-systems,management,1,client-server,"tcp/18191,18192,18208",pervasive-use
checkpoint-logging,business-systems,management,1,client-server,tcp/257,pervasive-use
checkpoint-rdp,business-systems,management,1,client-server,udp/259,pervasive-use
checkpoint-vpn,networking,encrypted-tunnel,3,client-server,tcp/443,able-to-transfer-file has-known-vulnerability
chikka-messenger,collaboration,instant-messaging,2,client-server,"tcp/5222,80",evasive-behavior pervasive-use
chinaren-base,collaboration,social-networking,2,browser-based,tcp/80,has-known-vulnerability pervasive-use
chinaren-apps,collaboration,social-networking,2,browser-based,tcp/80,has-known-vulnerability pervasive-use
chinaren-chat,collaboration,instant-messaging,3,browser-based,tcp/80,evasive-behavior has-known-vulnerability pervasive-use
chinaren-mail,collaboration,email,2,browser-based,tcp/80,has-known-vulnerability pervasive-use
chinaren-posting,collaboration,web-posting,3,browser-based,tcp/80,able-to-transfer-file has-known-vulnerability pervasive-use
chrome-remote-desktop,networking,remote-access,2,browser-based,tcp/dynamic udp/dynamic,consume-big-bandwidth has-known-vulnerability
cinemagram,media,photo-video,2,client-server,"tcp/80,443",able-to-transfer-file pervasive-use
cip-ethernet-ip-base,business-systems,ics-protocols,1,client-server,"tcp/2222,44818 udp/2222",pervasive-use
cip-ethernet-ip-disable-io,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
cip-ethernet-ip-disable-sfc,business-systems,ics-protocols,1,client-server,tcp/44818,
cip-ethernet-ip-enable-io,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
cip-ethernet-ip-enable-sfc,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
cip-ethernet-ip-list-identity,business-systems,ics-protocols,1,client-server,tcp/44818,
cip-ethernet-ip-read-mod-write,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
cip-ethernet-ip-read-tag,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
cip-ethernet-ip-read-tag-frag,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
cip-ethernet-ip-reg-session,business-systems,ics-protocols,1,client-server,tcp/44818,
cip-ethernet-ip-run,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
cip-ethernet-ip-send-rr-data,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
cip-ethernet-ip-send-unit-data,business-systems,ics-protocols,1,client-server,tcp/44818,
cip-ethernet-ip-stop,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
cip-ethernet-ip-test-mode,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
cip-ethernet-ip-write-tag,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
cip-ethernet-ip-write-tag-frag,business-systems,ics-protocols,1,client-server,tcp/44818,has-known-vulnerability
circumventor,networking,proxy,5,browser-based,tcp/80,evasive-behavior used-by-malware able-to-transfer-file
cisco-drp,networking,routing,1,network-protocol,udp/1974,
cisco-nac,business-systems,auth-service,1,client-server,"udp/8905,8906",
cisco-rtmt,business-systems,management,1,client-server,"tcp/1090,1099",pervasive-use
cisco-spark-base,collaboration,social-business,1,browser-based,"tcp/80,443",has-known-vulnerability
cisco-spark-audio-video,collaboration,voip-video,2,peer-to-peer,"tcp/5004,33434 udp/5004,33434",consume-big-bandwidth has-known-vulnerability
cisco-spark-file-transfer,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
cisco-sxp,networking,infrastructure,1,network-protocol,tcp/dynamic,
cisco-viptela-ipsec-esp,networking,encrypted-tunnel,1,client-server,"udp/12346,12366,12386,12406,12426",
cisco-wlc-mobility,networking,infrastructure,1,network-protocol,udp/16666,pervasive-use
cisco-wlc-rrm,networking,infrastructure,1,client-server,"udp/12134,12135",pervasive-use
ciscovpn,networking,encrypted-tunnel,3,client-server,"tcp/443,500,2512,4500,10000 udp/4500,10000,62514-62524",able-to-transfer-file has-known-vulnerability pervasive-use
citrix,networking,remote-access,3,client-server,"tcp/80,8080,443,1604,2512,2513,2598,1494,3010 udp/1494,1604,2512,2513,2598",able-to-transfer-file has-known-vulnerability pervasive-use
citrix-jedi,networking,remote-access,2,client-server,"tcp/80,443,8200 udp/8200",evasive-behavior pervasive-use
citrix-license-server,business-systems,management,1,client-server,"tcp/7279,27000",pervasive-use
citrix-provisioning,business-systems,management,1,client-server,udp/dynamic,
citrix-xenmobile,business-systems,management,1,browser-based,"tcp/80,443,8443",has-known-vulnerability
clarizen,business-systems,management,3,browser-based,tcp/443,evasive-behavior able-to-transfer-file pervasive-use
classdojo,media,photo-video,2,browser-based,"tcp/443,80",able-to-transfer-file has-known-vulnerability
classin,collaboration,social-networking,2,client-server,tcp/dynamic udp/dynamic,able-to-transfer-file has-known-vulnerability
classmates,collaboration,social-networking,2,browser-based,tcp/80,able-to-transfer-file pervasive-use
clearslide,business-systems,general-business,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
clearspace,collaboration,social-business,3,browser-based,tcp/dynamic,able-to-transfer-file has-known-vulnerability pervasive-use
clicktools,business-systems,general-business,1,browser-based,"tcp/443,80",has-known-vulnerability
clickview,business-systems,general-business,1,client-server,"tcp/80,9053,9054",consume-big-bandwidth
clip2net,general-internet,file-sharing,4,client-server,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability
close.io,business-systems,general-business,2,browser-based,"tcp/80,443,5063",able-to-transfer-file has-known-vulnerability
cloud9,business-systems,management,3,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability pervasive-use
cloudapp-base,general-internet,file-sharing,1,client-server,"tcp/80,443",has-known-vulnerability
cloudapp-uploading,general-internet,file-sharing,1,client-server,"tcp/80,443",has-known-vulnerability
cloudcherry,business-systems,erp-crm,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
cloudforge-base,business-systems,management,1,browser-based,"tcp/443,80",has-known-vulnerability
cloudforge-uploading,business-systems,management,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
cloudinary-base,media,photo-video,1,client-server,"tcp/80,443",has-known-vulnerability
cloudinary-uploading,business-systems,general-business,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
cloudmark-desktop,general-internet,internet-utility,1,client-server,"tcp/80,2703",able-to-transfer-file
cloudme,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
cloudon,business-systems,office-programs,2,client-server,"tcp/80,443 udp/dynamic",able-to-transfer-file has-known-vulnerability
cloudshare,business-systems,software-development,4,browser-based,"tcp/443,80",used-by-malware able-to-transfer-file has-known-vulnerability
cloudsigma,networking,infrastructure,1,browser-based,tcp/443,has-known-vulnerability
cloudup,general-internet,file-sharing,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
clubbox,collaboration,social-networking,3,browser-based,"tcp/80,443,2004,8000-8499",consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
clubcooee,collaboration,instant-messaging,1,client-server,"tcp/80,1863,3724",
cnn-video,media,photo-video,2,browser-based,"tcp/80,443",consume-big-bandwidth has-known-vulnerability pervasive-use
coap-base,business-systems,ics-protocols,1,client-server,udp/5683,has-known-vulnerability
coap-delete-request,business-systems,ics-protocols,1,client-server,udp/5683,has-known-vulnerability
coap-get-request,business-systems,ics-protocols,1,client-server,udp/5683,has-known-vulnerability
coap-post-request,business-systems,ics-protocols,1,client-server,udp/5683,has-known-vulnerability
coap-put-request,business-systems,ics-protocols,1,client-server,udp/5683,has-known-vulnerability
cohesity,business-systems,management,1,client-server,tcp/11111,
coinbase,business-systems,general-business,1,browser-based,"tcp/80,443",has-known-vulnerability
coinhave,general-internet,internet-utility,5,browser-based,tcp/443,evasive-behavior consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
coinhive,business-systems,general-business,5,browser-based,tcp/443,evasive-behavior consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
coinimp,general-internet,internet-utility,5,browser-based,tcp/443,evasive-behavior consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
coinnebula,general-internet,internet-utility,5,browser-based,tcp/443,evasive-behavior consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
collectd,business-systems,management,2,client-server,udp/25826,has-known-vulnerability pervasive-use
comcast-webmail,collaboration,email,3,browser-based,"tcp/80,443,993,995",used-by-malware able-to-transfer-file pervasive-use
commvault,business-systems,management,2,client-server,tcp/dynamic,consume-big-bandwidth able-to-transfer-file pervasive-use
compaq-peer,networking,ip-protocol,1,network-protocol,
compass,business-systems,general-business,1,client-server,"tcp/80,dynamic",pervasive-use
computrace,business-systems,general-business,3,client-server,tcp/80,evasive-behavior has-known-vulnerability pervasive-use
concur-base,business-systems,general-business,4,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
concur-downloading,business-systems,general-business,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
concur-editing,business-systems,general-business,1,browser-based,tcp/443,has-known-vulnerability
concur-uploading,business-systems,general-business,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
condor,business-systems,management,1,client-server,tcp/dynamic udp/9600-9700,
confluence-base,collaboration,social-business,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
confluence-downloading,collaboration,social-business,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
confluence-editing,collaboration,social-business,1,browser-based,"tcp/80,443",has-known-vulnerability
confluence-posting,collaboration,social-business,1,browser-based,"tcp/80,443",has-known-vulnerability
confluence-sharing,collaboration,social-business,1,browser-based,"tcp/80,443",has-known-vulnerability
confluence-uploading,collaboration,social-business,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
constant-contact,business-systems,general-business,1,browser-based,"tcp/80,443",pervasive-use
control-m,business-systems,management,1,client-server,"tcp/7006,7005",has-known-vulnerability
convo-base,collaboration,social-business,1,browser-based,"tcp/80,443",has-known-vulnerability
convo-chat,collaboration,instant-messaging,1,browser-based,"tcp/80,443",
convo-uploading,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
convoq,collaboration,internet-conferencing,3,browser-based,"tcp/443,80",able-to-transfer-file
cooltalk,collaboration,voip-video,2,browser-based,tcp/6499,evasive-behavior pervasive-use
coralcdn-user,networking,proxy,5,browser-based,tcp/80,evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
corba,business-systems,general-business,1,client-server,tcp/900,pervasive-use
cortex-xdr,business-systems,management,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
cotap,collaboration,social-business,3,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
cotp,networking,infrastructure,1,network-protocol,tcp/dynamic,
couchbase-server,business-systems,database,1,client-server,tcp/dynamic,has-known-vulnerability
coverity,general-internet,internet-utility,2,browser-based,"tcp/443,80",able-to-transfer-file has-known-vulnerability
cox-webmail,collaboration,email,3,browser-based,"tcp/80, 443",used-by-malware able-to-transfer-file pervasive-use
cphb,networking,ip-protocol,1,network-protocol,
checkpoint-cpmi,business-systems,management,1,client-server,tcp/18190,
cpnx,networking,ip-protocol,1,network-protocol,
cpq-wbem,business-systems,management,3,client-server,udp/2301,evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
crashplan,business-systems,storage-backup,3,client-server,"tcp/443,4282,4287",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
crossloop,networking,remote-access,4,client-server,tcp/80,evasive-behavior able-to-transfer-file
crowdstrike,business-systems,management,1,client-server,tcp/443,
crtp,networking,ip-protocol,1,network-protocol,
crucible,business-systems,software-development,2,browser-based,tcp/8060,able-to-transfer-file has-known-vulnerability
crudp,networking,ip-protocol,1,network-protocol,
crypto-loot,general-internet,internet-utility,4,browser-based,tcp/443,evasive-behavior consume-big-bandwidth used-by-malware has-known-vulnerability
cryptocat,collaboration,instant-messaging,1,client-server,"tcp/443,5222",able-to-transfer-file
cubby,general-internet,file-sharing,3,client-server,"tcp/80,443 udp/dynamic",evasive-behavior able-to-transfer-file pervasive-use
cubrid,business-systems,database,1,client-server,"tcp/1523,8001,8002,30000-30040,33000-33040",pervasive-use
cups,business-systems,management,3,client-server,udp/631,used-by-malware has-known-vulnerability pervasive-use
cvs,business-systems,general-business,3,client-server,tcp/2401 udp/2401,able-to-transfer-file has-known-vulnerability pervasive-use
cvsup,business-systems,storage-backup,3,client-server,tcp/5999,able-to-transfer-file has-known-vulnerability pervasive-use
cyber-ark-vault,business-systems,management,1,client-server,tcp/1858,pervasive-use
cyberghost-vpn,networking,encrypted-tunnel,3,client-server,tcp/dynamic udp/dynamic,evasive-behavior able-to-transfer-file pervasive-use
cygnet-scada,business-systems,ics-protocols,1,network-protocol,udp/dynamic,
cylance,business-systems,management,1,browser-based,tcp/443,
cyph-base,collaboration,voip-video,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
cyph-audio-video,collaboration,voip-video,1,browser-based,"tcp/80,443,3478 udp/3478",has-known-vulnerability
cyph-file-transfer,collaboration,voip-video,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
cyworld,collaboration,social-networking,4,browser-based,tcp/80,used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
d2d-data-transfer,general-internet,internet-utility,1,client-server,tcp/9388,
daap,media,audio-streaming,4,client-server,tcp/80,evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
dabbledb,business-systems,database,2,browser-based,tcp/443 tcp/80,able-to-transfer-file pervasive-use
dailymotion,media,photo-video,4,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
dameware-mini-remote,networking,remote-access,3,client-server,"tcp/139,6129,6132,6133",able-to-transfer-file has-known-vulnerability
dapulse,business-systems,management,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
data-bin,general-internet,file-sharing,2,browser-based,"tcp/443,80",able-to-transfer-file has-known-vulnerability
datadog,business-systems,management,1,browser-based,tcp/443,has-known-vulnerability
datto-backupify,business-systems,storage-backup,4,browser-based,"tcp/443,80",used-by-malware able-to-transfer-file has-known-vulnerability
daum-blog-posting,collaboration,web-posting,2,browser-based,tcp/80,has-known-vulnerability pervasive-use
daum-cafe-posting,collaboration,web-posting,2,browser-based,tcp/80,has-known-vulnerability pervasive-use
daum-cloud,general-internet,file-sharing,4,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
daum-mail,collaboration,email,4,browser-based,"tcp/80,4280",used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
daum-mypeople,collaboration,instant-messaging,3,client-server,"tcp/80,443,9000-9008 udp/dynamic",able-to-transfer-file has-known-vulnerability pervasive-use
daum-touch,collaboration,instant-messaging,4,client-server,tcp/dynamic,evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
daum-tvpot,media,photo-video,2,browser-based,tcp/80,able-to-transfer-file has-known-vulnerability
daytime,business-systems,management,1,client-server,tcp/13 udp/13,has-known-vulnerability
dazhihui,business-systems,general-business,1,client-server,tcp/dynamic udp/dynamic,
